sample	num alns	num gappy
>mm10	12860	0
>Abeomelomys_sevia_KUM161018	12346	0
>Dasymys_incomtus_LSUMZ37702	12302	0
>Hyomys_goliath_ABTC42697	12413	0
>Mammelomys_lanosus_ABTC47208	12356	0
>Mus_cookii_10460X3	12399	0
>Notomys_alexis_U1308	12226	0
>Pseudomys_chapmani_WAMM29440	12305	0
>Stochomys_longicaudatus_MNHN1999459	12189	0
>Zyzomys_woodwardi_WAMM21724	12169	0
>rnor6	12339	0
>Zyzomys_pedunculatus_Z34925	12327	0
>Zyzomys_palatalis_ABTC30744	12280	0
>Zyzomys_maini_ABTC07900	12359	0
>Zyzomys_argurus_ABTC61630	12299	0
>Zelotomys_woosnami_TTU-M115260	12357	0
>Xeromys_myoides_ABTC30709	12429	0
>Xenuromys_barbatus_ABTC129204	12427	0
>Waiomys_mamasae_Z20624	12317	0
>Vandeleuria_oleracea_ABTC116404	12278	0
>Uromys_sp-nov_YS380	12383	0
>Uromys_caudimaculatus_DT10Uc01	12425	0
>Thamnomys_venustus_LSUMZ37935	12425	0
>Thamnomys_kempi_TCD4437	12362	0
>Thallomys_paedulcus_FMNH158089	12352	0
>Tateomys_rhinogradoides_Z21785	12355	0
>Tateomys_macrocercus_Z21834	12178	0
>Tarsomys_apoensis_KU167148	12354	0
>Taeromys_taerae_LSUMZ39224	12310	0
>Taeromys_punicans_MVZ225815	12425	0
>Taeromys_hamatus_NMVZ63317	12145	0
>Taeromys_celebensis_NMVZ20637	12345	0
>Taeromys_callitrichus_LSUMZ37153	12392	0
>Sundamys_muelleri_JAE1283	12196	0
>Sundamys_annandalei_YS118	12392	0
>Sommeromys_macrorhinos_Z21740	12245	0
>Solomys_salebrosus_ABTC64864	12305	0
>Saxatilomys_paulinae_ABTC116266	12386	0
>Rhynchomys_isarogensis_JAE2195	12286	0
>Rhabdomys_pumilio_MNHN1995065	12295	0
>Rattus_xanthurus_LSUMZ39196	12414	0
>Rattus_villosissimus_sample1	11934	0
>Rattus_tunneyi_RAT130	12106	0
>Rattus_praetor_sample1	11497	0
>Rattus_morotaiensis_ASAM29	12429	0
>Rattus_lutreolus_sample2	11905	0
>Rattus_hoffmanni_LSUMZ39187	12412	0
>Rattus_exulans_sample1	12335	0
>Rattus_colletti_RAT25	12308	0
>Rattus_argentiventer_LSUMZ38199	12376	0
>Pseudomys_shortridgei_Z25113	12346	0
>Pseudomys_patrius_JM10865	12287	0
>Pseudomys_oralis_RAT7	12367	0
>Pseudomys_occidentalis_ABTC08043	12318	0
>Pseudomys_novaehollandiae_ABTC08140	12335	0
>Pseudomys_nanus_U1448	12305	0
>Pseudomys_johnsoni_ABTC08053	12324	0
>Pseudomys_higginsi_UC1421	12418	0
>Pseudomys_hermannsburgensis_ABTC08067	12309	0
>Pseudomys_gracilicaudatus_ABTC08163	12299	0
>Pseudomys_fumeus_ABTC08168	12340	0
>Pseudomys_desertor_ABTC41464	12307	0
>Pseudomys_delicatulus_U1509	12291	0
>Pseudomys_bolami_ABTC107389	12328	0
>Pseudomys_australis_M25541	12348	0
>Pseudomys_apodemoides_M16672	12333	0
>Pseudomys_albocinereus_WAMM18855	12274	0
>Pseudohydromys_pumehanae_ABTC43920	12377	0
>Praomys_jacksoni_REC31	12348	0
>Praomys_degraaffi_TCD4312	12186	0
>Pogonomys_macrourus_ABTC43144	12428	0
>Pogonomelomys_mayeri_AMM21849	12343	0
>Pithecheir_melanurus_LSUMZ38198	12417	0
